registrationid,registrationdate,eventid
16506,2026-09-13,229
16507,2026-07-23,208
16508,2026-02-12,330
16509,2026-08-12,137
16510,2026-05-12,84
16511,2026-02-22,219
16512,2026-12-15,44
16513,2026-09-23,82
16514,2026-11-03,172
16515,2026-05-27,203
16516,2026-09-22,64
16517,2026-04-03,227
16518,2026-05-18,166
16519,2026-09-14,132
16520,2026-01-24,406
16521,2026-08-28,178
16522,2026-01-03,413
16523,2026-04-03,481
16524,2026-09-04,9
16525,2026-01-03,268
16526,2026-01-29,247
16527,2026-04-20,307
16528,2026-11-29,185
16529,2026-09-06,350
16530,2026-01-20,256
16531,2026-07-25,438
16532,2026-02-24,101
16533,2026-08-18,4
16534,2026-03-04,490
16535,2026-01-21,371
16536,2026-08-30,99
16537,2026-01-06,321
16538,2026-03-20,222
16539,2026-12-17,304
16540,2026-12-14,154
16541,2026-08-15,281
16542,2026-09-28,396
16543,2026-11-08,473
16544,2026-04-27,72
16545,2026-07-27,427
16546,2026-10-24,440
16547,2026-12-28,456
16548,2026-04-20,197
16549,2026-02-28,297
16550,2026-11-01,75
16551,2026-09-23,130
16552,2026-01-20,278
16553,2026-04-07,437
16554,2026-11-15,397
16555,2026-02-10,129
16556,2026-08-27,316
16557,2026-09-01,188
16558,2026-02-14,426
16559,2026-12-11,293
16560,2026-08-30,219
16561,2026-07-28,147
16562,2026-06-07,415
16563,2026-12-11,496
16564,2026-03-06,454
16565,2026-03-05,28
16566,2026-12-16,98
16567,2026-10-12,55
16568,2026-11-08,3
16569,2026-05-13,119
16570,2026-08-01,475
16571,2026-02-23,57
16572,2026-12-08,471
16573,2026-12-28,293
16574,2026-07-20,30
16575,2026-09-21,9
16576,2026-08-16,287
16577,2026-12-28,142
16578,2026-02-23,281
16579,2026-12-16,368
16580,2026-04-20,153
16581,2026-09-17,476
16582,2026-04-11,155
16583,2026-05-18,20
16584,2026-09-26,87
16585,2026-03-18,179
16586,2026-02-06,194
16587,2026-10-17,122
16588,2026-12-26,338
16589,2026-12-30,382
16590,2026-03-12,127
16591,2026-01-09,161
16592,2026-04-12,327
16593,2026-04-21,452
16594,2026-05-21,367
16595,2026-01-20,437
16596,2026-10-08,87
16597,2026-11-19,14
16598,2026-07-31,15
16599,2026-11-22,442
16600,2026-08-25,327
16601,2026-05-04,403
16602,2026-01-25,119
16603,2026-08-27,321
16604,2026-10-08,306
16605,2026-01-04,302
16606,2026-12-05,5
16607,2026-09-08,289
16608,2026-03-29,490
16609,2026-05-14,234
16610,2026-07-09,306
16611,2026-09-17,490
16612,2026-08-12,448
16613,2026-06-06,14
16614,2026-01-27,239
16615,2026-06-01,297
16616,2026-12-29,18
16617,2026-09-30,7
16618,2026-12-29,310
16619,2026-04-26,211
16620,2026-11-20,70
16621,2026-12-06,98
16622,2026-10-26,348
16623,2026-05-09,141
16624,2026-04-15,377
16625,2026-04-12,37
16626,2026-02-01,359
16627,2026-10-16,72
16628,2026-07-13,142
16629,2026-04-14,318
16630,2026-11-08,13
16631,2026-06-06,298
16632,2026-11-05,118
16633,2026-01-09,155
16634,2026-09-19,272
16635,2026-11-04,11
16636,2026-03-03,179
16637,2026-09-20,45
16638,2026-11-18,79
16639,2026-11-25,260
16640,2026-10-23,116
16641,2026-05-08,394
16642,2026-07-15,414
16643,2026-09-03,183
16644,2026-05-19,108
16645,2026-12-26,63
16646,2026-11-20,368
16647,2026-01-28,115
16648,2026-06-27,271
16649,2026-08-25,354
16650,2026-02-01,494
16651,2026-12-31,375
16652,2026-08-16,134
16653,2026-10-03,477
16654,2026-11-19,63
16655,2026-02-19,250
16656,2026-03-07,18
16657,2026-11-05,151
16658,2026-09-21,464
16659,2026-06-22,124
16660,2026-03-25,295
16661,2026-07-05,228
16662,2026-01-15,148
16663,2026-04-16,3
16664,2026-08-16,14
16665,2026-01-10,127
16666,2026-09-16,204
16667,2026-01-15,324
16668,2026-11-04,206
16669,2026-09-16,201
16670,2026-08-16,263
16671,2026-06-06,401
16672,2026-04-27,23
16673,2026-05-07,291
16674,2026-08-09,431
16675,2026-04-08,181
16676,2026-10-10,108
16677,2026-07-06,386
16678,2026-07-03,79
16679,2026-02-11,209
16680,2026-05-18,242
16681,2026-02-07,100
16682,2026-05-20,246
16683,2026-10-11,229
16684,2026-09-22,331
16685,2026-10-20,7
16686,2026-12-03,6
16687,2026-01-09,488
16688,2026-02-05,174
16689,2026-12-27,142
16690,2026-06-21,165
16691,2026-06-08,299
16692,2026-01-17,457
16693,2026-07-05,455
16694,2026-04-23,476
16695,2026-02-19,183
16696,2026-11-23,134
16697,2026-07-11,69
16698,2026-12-25,317
16699,2026-02-22,350
16700,2026-06-11,187
16701,2026-10-31,414
16702,2026-02-07,237
16703,2026-04-20,71
16704,2026-09-15,264
16705,2026-10-13,150
16706,2026-11-16,421
16707,2026-11-20,405
16708,2026-07-21,47
16709,2026-11-20,223
16710,2026-04-21,392
16711,2026-11-06,383
16712,2026-06-09,35
16713,2026-03-14,379
16714,2026-08-14,283
16715,2026-08-21,37
16716,2026-03-08,105
16717,2026-12-05,255
16718,2026-10-19,462
16719,2026-01-11,309
16720,2026-09-15,337
16721,2026-05-17,208
16722,2026-07-29,87
16723,2026-07-10,411
16724,2026-02-06,227
16725,2026-07-02,62
16726,2026-09-11,26
16727,2026-10-11,105
16728,2026-08-31,447
16729,2026-07-09,158
16730,2026-04-06,198
16731,2026-09-07,320
16732,2026-07-04,474
16733,2026-03-08,116
16734,2026-11-03,181
16735,2026-05-25,61
16736,2026-08-01,127
16737,2026-12-09,400
16738,2026-07-07,413
16739,2026-03-16,294
16740,2026-12-13,8
16741,2026-01-27,52
16742,2026-03-04,320
16743,2026-08-13,87
16744,2026-09-10,180
16745,2026-04-05,298
16746,2026-04-23,422
16747,2026-09-03,106
16748,2026-08-29,104
16749,2026-10-16,350
16750,2026-06-24,392
16751,2026-02-21,312
16752,2026-05-26,182
16753,2026-04-10,192
16754,2026-12-22,49
16755,2026-12-16,186
16756,2026-08-09,204
16757,2026-06-20,33
16758,2026-06-03,424
16759,2026-10-04,17
16760,2026-08-05,392
16761,2026-03-03,333
16762,2026-11-22,69
16763,2026-12-24,143
16764,2026-10-05,39
16765,2026-02-25,170
16766,2026-06-07,321
16767,2026-12-19,457
16768,2026-05-15,5
16769,2026-07-21,37
16770,2026-09-07,317
16771,2026-08-04,231
16772,2026-08-21,310
16773,2026-03-24,137
16774,2026-06-26,253
16775,2026-03-12,419
16776,2026-06-25,166
16777,2026-11-16,84
16778,2026-06-29,384
16779,2026-02-10,383
16780,2026-05-08,91
16781,2026-04-01,427
16782,2026-02-13,269
16783,2026-11-28,177
16784,2026-05-04,378
16785,2026-09-16,429
16786,2026-01-12,303
16787,2026-05-10,260
16788,2026-11-19,17
16789,2026-04-17,96
16790,2026-06-23,57
16791,2026-12-14,125
16792,2026-01-25,185
16793,2026-07-09,220
16794,2026-01-07,275
16795,2026-03-10,220
16796,2026-09-21,143
16797,2026-03-22,261
16798,2026-10-07,9
16799,2026-01-17,70
16800,2026-06-29,473
16801,2026-09-05,430
16802,2026-08-27,102
16803,2026-09-21,144
16804,2026-03-01,421
16805,2026-08-19,301
16806,2026-08-25,307
16807,2026-09-09,287
16808,2026-02-12,188
16809,2026-11-03,292
16810,2026-09-17,125
16811,2026-09-29,3
16812,2026-11-18,170
16813,2026-01-13,12
16814,2026-04-17,318
16815,2026-07-29,105
16816,2026-05-05,413
16817,2026-08-28,14
16818,2026-08-17,267
16819,2026-09-05,400
16820,2026-04-09,498
16821,2026-12-13,490
16822,2026-11-11,117
16823,2026-04-26,44
16824,2026-05-15,206
16825,2026-11-08,255
16826,2026-03-16,137
16827,2026-04-12,464
16828,2026-10-25,466
16829,2026-06-21,193
16830,2026-10-10,372
16831,2026-06-04,389
16832,2026-07-03,421
16833,2026-04-04,148
16834,2026-04-22,106
16835,2026-05-27,143
16836,2026-08-15,347
16837,2026-02-11,265
16838,2026-12-11,231
16839,2026-04-12,415
16840,2026-05-08,136
16841,2026-12-27,494
16842,2026-05-20,270
16843,2026-01-25,428
16844,2026-06-18,351
16845,2026-09-21,18
16846,2026-09-29,24
16847,2026-02-22,314
16848,2026-11-25,338
16849,2026-08-11,326
16850,2026-09-27,56
16851,2026-11-30,158
16852,2026-03-16,315
16853,2026-03-15,260
16854,2026-01-02,500
16855,2026-01-27,361
16856,2026-08-10,205
16857,2026-07-14,89
16858,2026-03-09,489
16859,2026-09-24,144
16860,2026-09-03,469
16861,2026-07-25,435
16862,2026-05-03,356
16863,2026-11-22,157
16864,2026-12-29,348
16865,2026-04-23,416
16866,2026-03-08,316
16867,2026-08-04,426
16868,2026-02-24,33
16869,2026-09-20,137
16870,2026-04-14,24
16871,2026-04-06,327
16872,2026-06-19,194
16873,2026-03-25,6
16874,2026-03-29,107
16875,2026-06-20,377
16876,2026-01-03,487
16877,2026-02-04,494
16878,2026-11-22,379
16879,2026-07-29,171
16880,2026-01-30,321
16881,2026-10-29,7
16882,2026-03-14,21
16883,2026-01-27,322
16884,2026-12-20,488
16885,2026-08-23,314
16886,2026-04-26,162
16887,2026-10-03,383
16888,2026-09-19,77
16889,2026-11-10,221
16890,2026-08-20,180
16891,2026-12-25,404
16892,2026-01-20,205
16893,2026-07-28,240
16894,2026-03-10,72
16895,2026-08-26,271
16896,2026-04-26,415
16897,2026-12-18,452
16898,2026-02-16,409
16899,2026-08-03,259
16900,2026-04-21,254
16901,2026-01-15,444
16902,2026-07-28,442
16903,2026-03-08,122
16904,2026-10-27,138
16905,2026-09-10,112
16906,2026-09-15,266
16907,2026-01-30,184
16908,2026-04-18,55
16909,2026-03-09,308
16910,2026-08-18,248
16911,2026-08-14,287
16912,2026-07-01,85
16913,2026-11-24,23
16914,2026-03-14,331
16915,2026-09-17,388
16916,2026-07-19,418
16917,2026-11-14,122
16918,2026-12-02,404
16919,2026-04-10,85
16920,2026-08-17,387
16921,2026-09-20,433
16922,2026-10-06,319
16923,2026-06-09,394
16924,2026-12-04,113
16925,2026-09-18,79
16926,2026-07-08,11
16927,2026-08-30,189
16928,2026-05-02,146
16929,2026-12-30,156
16930,2026-10-18,66
16931,2026-11-23,319
16932,2026-12-02,463
16933,2026-05-13,192
16934,2026-01-05,118
16935,2026-06-24,235
16936,2026-03-20,230
16937,2026-12-30,428
16938,2026-07-05,242
16939,2026-11-26,311
16940,2026-10-14,16
16941,2026-04-15,438
16942,2026-08-09,330
16943,2026-02-10,332
16944,2026-12-15,481
16945,2026-11-12,474
16946,2026-05-02,44
16947,2026-09-30,44
16948,2026-03-30,364
16949,2026-06-05,447
16950,2026-10-04,95
16951,2026-07-10,108
16952,2026-05-23,45
16953,2026-04-19,31
16954,2026-10-31,8
16955,2026-12-09,30
16956,2026-08-26,120
16957,2026-11-26,452
16958,2026-10-08,246
16959,2026-05-06,182
16960,2026-12-29,380
16961,2026-06-21,378
16962,2026-11-26,235
16963,2026-04-17,267
16964,2026-02-25,93
16965,2026-12-18,225
16966,2026-07-18,248
16967,2026-12-12,469
16968,2026-12-20,33
16969,2026-03-01,402
16970,2026-10-25,78
16971,2026-05-05,249
16972,2026-11-14,230
16973,2026-09-29,140
16974,2026-12-14,490
16975,2026-03-13,353
16976,2026-04-13,429
16977,2026-05-20,306
16978,2026-11-07,435
16979,2026-12-02,135
16980,2026-02-12,297
16981,2026-10-31,82
16982,2026-08-24,44
16983,2026-02-26,348
16984,2026-12-23,297
16985,2026-01-03,117
16986,2026-11-26,384
16987,2026-12-05,389
16988,2026-11-20,325
16989,2026-08-02,43
16990,2026-11-18,316
16991,2026-10-01,444
16992,2026-03-25,203
16993,2026-09-26,69
16994,2026-03-28,94
16995,2026-01-28,385
16996,2026-02-12,176
16997,2026-07-19,265
16998,2026-09-03,327
16999,2026-10-15,25
17000,2026-07-26,73
17001,2026-03-16,321
17002,2026-03-21,225
17003,2026-06-16,20
17004,2026-04-13,385
17005,2026-03-26,436
17006,2026-04-30,17
17007,2026-12-17,183
17008,2026-10-31,258
17009,2026-09-08,118
17010,2026-09-18,87
17011,2026-03-02,325
17012,2026-09-07,485
17013,2026-07-24,266
17014,2026-03-12,329
17015,2026-12-03,443
17016,2026-02-21,231
17017,2026-12-21,437
17018,2026-11-29,68
17019,2026-08-03,189
17020,2026-08-06,266
17021,2026-09-30,69
17022,2026-11-06,259
17023,2026-07-01,83
17024,2026-04-12,246
17025,2026-09-20,338
17026,2026-07-04,144
17027,2026-06-26,356
17028,2026-08-29,335
17029,2026-09-13,350
17030,2026-11-24,495
17031,2026-12-25,261
17032,2026-08-11,44
17033,2026-02-18,128
17034,2026-02-19,227
17035,2026-02-05,128
17036,2026-09-07,93
17037,2026-11-16,361
17038,2026-08-11,446
17039,2026-06-02,495
17040,2026-08-01,435
17041,2026-02-22,380
17042,2026-10-08,258
17043,2026-01-10,309
17044,2026-09-21,128
17045,2026-09-16,164
17046,2026-08-21,383
17047,2026-09-29,51
17048,2026-02-16,281
17049,2026-12-02,287
17050,2026-07-15,403
17051,2026-12-21,315
17052,2026-08-21,220
17053,2026-01-17,63
17054,2026-05-30,351
17055,2026-07-30,388
17056,2026-08-18,375
17057,2026-07-12,310
17058,2026-02-22,340
17059,2026-06-15,30
17060,2026-11-28,38
17061,2026-12-22,192
17062,2026-07-05,243
17063,2026-05-29,118
17064,2026-03-02,209
17065,2026-02-16,265
17066,2026-03-30,377
17067,2026-08-20,419
17068,2026-11-22,274
17069,2026-08-27,244
17070,2026-10-15,170
17071,2026-01-08,91
17072,2026-11-25,480
17073,2026-08-11,331
17074,2026-04-09,226
17075,2026-12-14,65
17076,2026-04-20,107
17077,2026-08-13,153
17078,2026-12-31,130
17079,2026-10-22,345
17080,2026-02-13,482
17081,2026-09-14,33
17082,2026-11-16,312
17083,2026-04-02,414
17084,2026-01-10,498
17085,2026-01-15,41
17086,2026-10-07,462
17087,2026-11-25,217
17088,2026-12-14,98
17089,2026-12-31,125
17090,2026-08-25,46
17091,2026-11-13,314
17092,2026-06-12,333
17093,2026-07-16,102
17094,2026-07-06,465
17095,2026-05-30,378
17096,2026-07-01,373
17097,2026-03-02,442
17098,2026-11-28,253
17099,2026-05-05,5
17100,2026-04-29,15
17101,2026-07-19,68
17102,2026-09-09,398
17103,2026-12-06,478
17104,2026-01-03,338
17105,2026-02-18,356
17106,2026-05-19,436
17107,2026-07-07,499
17108,2026-04-04,416
17109,2026-03-27,421
17110,2026-11-21,231
17111,2026-07-22,103
17112,2026-10-16,204
17113,2026-10-26,214
17114,2026-01-23,470
17115,2026-04-30,68
17116,2026-03-02,431
17117,2026-02-28,36
17118,2026-06-15,144
17119,2026-08-22,134
17120,2026-04-06,382
17121,2026-09-19,34
17122,2026-11-08,88
17123,2026-08-09,308
17124,2026-10-23,319
17125,2026-01-26,400
17126,2026-03-23,496
17127,2026-01-11,379
17128,2026-12-16,72
17129,2026-07-26,210
17130,2026-10-04,429
17131,2026-12-07,111
17132,2026-11-11,487
17133,2026-02-24,288
17134,2026-01-26,384
17135,2026-07-11,69
17136,2026-03-08,111
17137,2026-03-05,98
17138,2026-10-24,42
17139,2026-03-26,78
17140,2026-09-12,362
17141,2026-06-06,402
17142,2026-09-07,328
17143,2026-01-13,441
17144,2026-07-18,435
17145,2026-01-25,219
17146,2026-03-31,369
17147,2026-02-03,52
17148,2026-08-05,408
17149,2026-11-18,469
17150,2026-06-16,462
17151,2026-04-18,20
17152,2026-11-04,487
17153,2026-09-07,318
17154,2026-09-22,73
17155,2026-10-25,442
17156,2026-02-17,223
17157,2026-11-03,16
17158,2026-01-30,63
17159,2026-03-02,24
17160,2026-06-12,223
17161,2026-07-11,4
17162,2026-10-04,45
17163,2026-05-30,364
17164,2026-11-02,212
17165,2026-08-25,138
17166,2026-04-08,244
17167,2026-07-10,75
17168,2026-02-25,92
17169,2026-11-06,297
17170,2026-07-21,86
17171,2026-11-10,489
17172,2026-09-28,492
17173,2026-10-24,142
17174,2026-11-17,394
17175,2026-07-13,133
17176,2026-06-25,498
17177,2026-05-17,156
17178,2026-08-11,156
17179,2026-10-22,390
17180,2026-06-23,102
17181,2026-03-31,249
17182,2026-07-08,60
17183,2026-08-23,309
17184,2026-12-16,329
17185,2026-01-04,464
17186,2026-12-22,250
17187,2026-08-05,286
17188,2026-05-18,364
17189,2026-05-04,284
17190,2026-09-12,183
17191,2026-05-14,275
17192,2026-08-30,187
17193,2026-03-04,291
17194,2026-04-19,473
17195,2026-02-09,243
17196,2026-09-01,245
17197,2026-11-15,499
17198,2026-11-25,393
17199,2026-06-09,420
17200,2026-06-13,425
17201,2026-05-27,345
17202,2026-07-23,127
17203,2026-11-20,375
17204,2026-04-18,282
17205,2026-06-14,148
17206,2026-05-26,302
17207,2026-04-14,288
17208,2026-08-24,82
17209,2026-10-19,431
17210,2026-02-19,465
17211,2026-12-05,496
17212,2026-12-16,157
17213,2026-09-04,454
17214,2026-05-18,80
17215,2026-08-03,389
17216,2026-09-14,362
17217,2026-02-06,183
17218,2026-04-19,230
17219,2026-03-15,191
17220,2026-06-18,336
17221,2026-03-11,296
17222,2026-03-04,84
17223,2026-01-08,401
17224,2026-10-09,428
17225,2026-04-27,245
17226,2026-07-24,43
17227,2026-10-19,143
17228,2026-03-28,442
17229,2026-06-19,360
17230,2026-02-10,471
17231,2026-02-04,229
17232,2026-08-08,56
17233,2026-11-27,112
17234,2026-10-25,81
17235,2026-12-07,219
17236,2026-01-03,142
17237,2026-03-13,182
17238,2026-06-10,252
17239,2026-03-11,412
17240,2026-10-25,170
17241,2026-05-30,449
17242,2026-04-19,342
17243,2026-01-12,117
17244,2026-08-03,108
17245,2026-05-26,150
17246,2026-03-27,3
17247,2026-07-16,416
17248,2026-12-30,131
17249,2026-08-12,219
17250,2026-01-14,284
17251,2026-04-21,266
17252,2026-08-22,292
17253,2026-02-15,68
17254,2026-06-11,133
17255,2026-04-30,420
17256,2026-02-14,23
17257,2026-04-06,114
17258,2026-11-24,434
17259,2026-11-27,82
17260,2026-01-24,427
17261,2026-02-03,177
17262,2026-06-09,254
17263,2026-08-31,310
17264,2026-03-12,251
17265,2026-07-21,81
17266,2026-02-11,433
17267,2026-11-02,200
17268,2026-02-05,271
17269,2026-01-11,419
17270,2026-02-23,245
17271,2026-08-28,293
17272,2026-07-01,113
17273,2026-10-10,432
17274,2026-09-08,58
17275,2026-04-24,238
17276,2026-08-31,272
17277,2026-03-10,429
17278,2026-05-01,448
17279,2026-07-21,237
17280,2026-06-04,464
17281,2026-09-09,105
17282,2026-01-14,443
17283,2026-04-20,266
17284,2026-02-04,269
17285,2026-01-14,115
17286,2026-11-29,190
17287,2026-06-06,378
17288,2026-08-01,283
17289,2026-03-08,96
17290,2026-12-31,484
17291,2026-10-16,143
17292,2026-04-17,328
17293,2026-07-06,18
17294,2026-05-09,459
17295,2026-11-25,35
17296,2026-05-05,223
17297,2026-04-21,223
17298,2026-02-16,249
17299,2026-04-30,260
17300,2026-06-16,433
17301,2026-03-28,83
17302,2026-12-24,148
17303,2026-06-18,340
17304,2026-02-20,431
17305,2026-10-06,213
17306,2026-09-18,248
17307,2026-07-25,71
17308,2026-10-28,349
17309,2026-12-19,340
17310,2026-02-22,440
17311,2026-04-04,305
17312,2026-08-31,45
17313,2026-08-18,370
17314,2026-11-08,436
17315,2026-06-22,176
17316,2026-05-06,359
17317,2026-05-19,472
17318,2026-07-26,445
17319,2026-05-17,399
17320,2026-04-16,202
17321,2026-06-13,198
17322,2026-06-04,351
17323,2026-12-19,23
17324,2026-08-15,294
17325,2026-02-22,408
17326,2026-04-07,458
17327,2026-06-25,346
17328,2026-04-19,499
17329,2026-12-27,84
17330,2026-10-31,29
17331,2026-05-19,398
17332,2026-08-06,278
17333,2026-03-01,384
17334,2026-01-06,468
17335,2026-04-22,272
17336,2026-07-25,424
17337,2026-06-20,80
17338,2026-07-20,109
17339,2026-11-29,471
17340,2026-06-26,251
17341,2026-05-06,3
17342,2026-10-09,9
17343,2026-02-04,338
17344,2026-02-07,369
17345,2026-11-12,262
17346,2026-09-26,472
17347,2026-10-08,131
17348,2026-12-19,137
17349,2026-08-24,130
17350,2026-10-22,319
17351,2026-02-14,99
17352,2026-03-05,215
17353,2026-01-30,105
17354,2026-09-21,195
17355,2026-10-23,282
17356,2026-09-26,467
17357,2026-10-09,305
17358,2026-07-16,385
17359,2026-11-22,254
17360,2026-04-25,267
17361,2026-06-24,21
17362,2026-11-10,224
17363,2026-10-23,464
17364,2026-02-24,83
17365,2026-07-09,234
17366,2026-01-17,37
17367,2026-10-20,181
17368,2026-03-22,243
17369,2026-07-20,314
17370,2026-03-11,161
17371,2026-10-29,416
17372,2026-10-04,315
17373,2026-04-24,164
17374,2026-11-17,85
17375,2026-09-13,441
17376,2026-03-16,364
17377,2026-09-07,395
17378,2026-04-20,163
17379,2026-02-23,305
17380,2026-06-01,500
17381,2026-04-10,61
17382,2026-08-23,251
17383,2026-01-02,491
17384,2026-12-27,99
17385,2026-05-18,289
17386,2026-10-20,434
17387,2026-07-22,325
17388,2026-05-30,272
17389,2026-03-21,442
17390,2026-04-15,335
17391,2026-12-01,312
17392,2026-06-09,23
17393,2026-06-23,31
17394,2026-01-10,422
17395,2026-05-14,267
17396,2026-09-04,474
17397,2026-08-19,32
17398,2026-09-07,396
17399,2026-01-06,368
17400,2026-03-09,428
17401,2026-08-06,89
17402,2026-12-08,143
17403,2026-12-14,380
17404,2026-07-13,419
17405,2026-04-05,35
17406,2026-02-27,370
17407,2026-03-24,376
17408,2026-01-18,333
17409,2026-08-15,173
17410,2026-06-04,250
17411,2026-08-06,397
17412,2026-04-30,480
17413,2026-10-29,80
17414,2026-02-07,301
17415,2026-03-08,495
17416,2026-07-13,438
17417,2026-05-21,61
17418,2026-11-13,446
17419,2026-10-22,157
17420,2026-05-28,289
17421,2026-04-20,443
17422,2026-10-08,456
17423,2026-08-26,80
17424,2026-05-08,204
17425,2026-12-12,2
17426,2026-02-09,88
17427,2026-02-03,437
17428,2026-08-20,2
17429,2026-09-18,132
17430,2026-01-17,425
17431,2026-12-29,380
17432,2026-05-11,340
17433,2026-06-29,129
17434,2026-03-29,385
17435,2026-10-16,349
17436,2026-04-30,211
17437,2026-04-18,434
17438,2026-06-03,496
17439,2026-09-02,332
17440,2026-10-18,394
17441,2026-12-22,231
17442,2026-04-21,312
17443,2026-04-27,13
17444,2026-07-16,388
17445,2026-01-19,354
17446,2026-08-05,215
17447,2026-09-23,284
17448,2026-08-19,488
17449,2026-05-12,13
17450,2026-03-31,377
17451,2026-10-18,357
17452,2026-07-11,25
17453,2026-09-06,44
17454,2026-08-19,111
17455,2026-11-19,410
17456,2026-12-24,480
17457,2026-05-02,299
17458,2026-06-18,40
17459,2026-04-19,254
17460,2026-07-07,240
17461,2026-05-14,452
17462,2026-12-16,244
17463,2026-02-08,4
17464,2026-12-21,240
17465,2026-11-11,337
17466,2026-02-18,66
17467,2026-09-08,388
17468,2026-01-25,476
17469,2026-12-30,23
17470,2026-11-05,104
17471,2026-05-13,348
17472,2026-09-10,268
17473,2026-05-30,128
17474,2026-10-06,381
17475,2026-11-04,110
17476,2026-06-06,4
17477,2026-08-05,80
17478,2026-11-04,44
17479,2026-06-03,239
17480,2026-01-22,165
17481,2026-03-30,9
17482,2026-06-20,17
17483,2026-01-18,26
17484,2026-08-07,294
17485,2026-01-05,262
17486,2026-09-16,206
17487,2026-12-22,71
17488,2026-03-22,486
17489,2026-11-09,167
17490,2026-04-04,335
17491,2026-12-24,400
17492,2026-08-01,209
17493,2026-04-25,83
17494,2026-11-14,362
17495,2026-10-20,451
17496,2026-10-25,466
17497,2026-09-19,231
17498,2026-04-10,75
17499,2026-03-03,438
17500,2026-01-20,62
17501,2026-06-17,201
17502,2026-02-11,423
17503,2026-07-16,309
17504,2026-12-26,374
17505,2026-10-13,173
17506,2026-03-03,302
17507,2026-01-09,387
17508,2026-05-17,314
17509,2026-01-23,121
17510,2026-07-25,94
17511,2026-12-17,343
17512,2026-03-11,171
17513,2026-01-18,498
17514,2026-09-26,162
17515,2026-07-28,123
17516,2026-05-07,94
17517,2026-10-19,268
17518,2026-08-15,395
17519,2026-07-30,454
17520,2026-07-24,422
17521,2026-02-02,302
17522,2026-05-28,493
17523,2026-03-25,218
17524,2026-10-24,353
17525,2026-06-26,84
17526,2026-03-30,492
17527,2026-03-10,118
17528,2026-01-11,27
17529,2026-08-08,492
17530,2026-09-29,147
17531,2026-10-16,209
17532,2026-02-12,404
17533,2026-07-14,479
17534,2026-03-03,440
17535,2026-10-30,411
17536,2026-10-12,117
17537,2026-11-15,337
17538,2026-12-29,247
17539,2026-11-01,471
17540,2026-09-01,373
17541,2026-01-18,111
17542,2026-03-11,235
17543,2026-05-18,391
17544,2026-03-26,328
17545,2026-02-10,183
17546,2026-11-30,387
17547,2026-05-09,191
17548,2026-06-09,56
17549,2026-06-30,128
17550,2026-01-12,461
17551,2026-08-12,218
17552,2026-02-15,463
17553,2026-08-07,487
17554,2026-06-07,333
17555,2026-02-04,336
17556,2026-11-10,271
17557,2026-10-19,413
17558,2026-03-07,275
17559,2026-09-07,67
17560,2026-10-09,499
17561,2026-10-28,150
17562,2026-01-05,462
17563,2026-07-23,285
17564,2026-04-10,318
17565,2026-12-19,124
17566,2026-08-17,93
17567,2026-06-29,65
17568,2026-04-16,493
17569,2026-09-02,180
17570,2026-12-10,297
17571,2026-10-15,200
17572,2026-05-13,58
17573,2026-05-25,162
17574,2026-07-25,380
17575,2026-06-03,325
17576,2026-05-28,320
17577,2026-12-28,57
17578,2026-08-07,343
17579,2026-11-03,276
17580,2026-10-04,145
17581,2026-10-21,37
17582,2026-08-27,263
17583,2026-05-16,201
17584,2026-04-22,414
17585,2026-02-28,121
17586,2026-01-10,383
17587,2026-04-25,53
17588,2026-10-13,233
17589,2026-08-23,7
17590,2026-06-05,348
17591,2026-07-01,200
17592,2026-11-02,114
17593,2026-04-24,46
17594,2026-05-04,268
17595,2026-06-29,273
17596,2026-12-18,463
17597,2026-10-11,267
17598,2026-03-22,411
17599,2026-12-10,402
17600,2026-10-02,119
17601,2026-08-07,216
17602,2026-01-07,420
17603,2026-09-23,18
17604,2026-10-03,1
17605,2026-07-03,89
17606,2026-03-14,24
17607,2026-07-21,430
17608,2026-09-21,254
17609,2026-09-23,221
17610,2026-12-18,73
17611,2026-05-16,351
17612,2026-07-24,7
17613,2026-04-13,269
17614,2026-01-17,173
17615,2026-05-29,400
17616,2026-07-13,94
17617,2026-01-12,369
17618,2026-08-19,43
17619,2026-10-10,6
17620,2026-05-02,139
17621,2026-02-26,43
17622,2026-11-09,496
17623,2026-09-01,218
17624,2026-03-01,58
17625,2026-02-07,444
17626,2026-12-11,365
17627,2026-06-09,415
17628,2026-03-07,378
17629,2026-04-12,461
17630,2026-10-19,499
17631,2026-10-20,176
17632,2026-06-06,76
17633,2026-12-12,270
17634,2026-06-13,15
17635,2026-06-02,147
17636,2026-04-01,217
17637,2026-02-26,167
17638,2026-11-20,366
17639,2026-01-12,223
17640,2026-04-24,497
17641,2026-05-25,331
17642,2026-01-06,76
17643,2026-05-01,217
17644,2026-11-05,245
17645,2026-03-11,222
17646,2026-08-26,340
17647,2026-05-09,475
17648,2026-02-07,275
17649,2026-04-22,168
17650,2026-06-30,87
17651,2026-07-30,15
17652,2026-09-13,464
17653,2026-04-11,317
17654,2026-06-10,52
17655,2026-12-12,95
17656,2026-07-14,37
17657,2026-01-09,308
17658,2026-09-28,36
17659,2026-11-27,366
17660,2026-06-27,260
17661,2026-06-24,411
17662,2026-11-10,240
17663,2026-08-24,236
17664,2026-01-17,139
17665,2026-03-15,178
17666,2026-08-06,78
17667,2026-06-02,140
17668,2026-05-17,309
17669,2026-04-15,119
17670,2026-01-31,430
